"","name","country.etc","pop","lat","long","capital"
"520","Agra","IND",1475091,27.19,78.01,0
"521","Agra Cantonment","IND",59232,27.17,78.01,0
"522","Agrado","COL",4625,2.26,-75.77,0
"523","Agramonte","CUB",5391,22.71,-81.16,0
"524","Agrate Brianza","ITA",14331,45.57,9.34,0
"525","Agria","GRC",5593,39.33,23.02,0
"526","Agrib","DZA",24592,36.8,4.33,0
"527","Agridia","CYP",128,34.93,33,0
"528","Agrigento","ITA",61612,37.31,13.58,0
"529","Agrinion","GRC",43805,38.62,21.41,0
"530","Agrokipia","CYP",454,35.03,33.15,0
"531","Agropoli","ITA",20295,40.36,14.98,0
"532","Agros","CYP",882,34.92,33.02,0
"533","Agstafa","AZE",12699,41.11,45.45,0
"534","Agsu","AZE",17412,40.57,48.39,0
"535","Agua Azul Rancho","HND",1075,14.9,-87.95,0
"536","Agua Azul Sierra","HND",1113,14.92,-87.97,0
"537","Agua Blanca","GTM",2805,14.5,-89.65,0
"538","Agua Blanca Sur","HND",7716,15.25,-87.88,0
"539","Agua Buena","PAN",1086,7.82,-80.4,0
"540","Agua Caliente","HND",1089,14.88,-88.82,0
"541","Agua Caliente de Linaca","HND",984,13.43,-87.23,0
"542","Agua Dulce","MEX",35752,18.13,-94.13,0
"543","Agua Dulcita","HND",1037,14.7,-87.75,0
"544","Agua Fria","HND",3223,13.45,-87.55,0
"545","Agua Prieta","MEX",70230,31.33,-109.56,0
"546","Agua Santa del Yuna","DOM",1825,19.15,-69.8,0
"547","Agua de Dios","COL",10956,4.38,-74.67,0
"548","Aguacatan","GTM",5765,15.34,-91.31,0
"549","Aguachica","COL",75165,8.31,-73.62,0
"550","Aguada","PRI",4074,18.38,-67.19,0
"551","Aguada de Cima","PRT",4507,40.52,-8.42,0
"552","Aguada de Pasajeros","CUB",23674,22.39,-80.85,0
"553","Aguadas","COL",20497,5.6,-75.45,0
"554","Aguadilla","PRI",15919,18.45,-67.13,0
"555","Aguadulce","PAN",17502,8.24,-80.54,0
"556","Aguai","BRA",28083,-22.06,-46.98,0
"557","Agualote","HND",1773,15.33,-88.55,0
"558","Agualva-Cacem","PRT",97431,38.77,-9.3,0
"559","Aguas Belas","BRA",23100,-9.11,-37.12,0
"560","Aguas Buenas","PRI",4618,18.26,-66.11,0
"561","Aguas Corrientes","URY",1106,-34.52,-56.39,0
"562","Aguas Lindas de Goias","BRA",118597,-15.74,-48.25,0
"563","Aguas Santas","PRT",28441,41.21,-8.58,0
"564","Aguas Verdes","PER",9337,-3.48,-80.27,0
"565","Aguas del Padre","HND",1125,14.57,-87.88,0
"566","Aguascalientes","MEX",671584,21.88,-102.3,0
"567","Aguazul","COL",16180,5.18,-72.56,0
"568","Agucadoura","PRT",4520,41.43,-8.77,0
"569","Agudos","BRA",30846,-22.47,-49,0
"570","Agueda","PRT",12101,40.57,-8.44,0
"571","Agui","JPN",24227,34.95,136.91,0
"572","Aguie","NER",13646,13.5,7.78,0
"573","Aguilar","PHL",9942,15.89,120.24,0
"574","Aguilar de Campoo","ESP",7224,42.8,-4.27,0
"575","Aguilar de la Frontera","ESP",13502,37.52,-4.65,0
"576","Aguilares","SLV",21783,13.96,-89.19,0
"577","Aguilas","ESP",31662,37.41,-1.59,0
"578","Aguililla","MEX",9465,18.73,-102.73,0
"579","Aguimes",NA,26881,27.9,-15.45,0
"580","Aguisan","PHL",11918,10.17,122.86,0
"581","Agulu","NGA",81216,6.11,7.05,0
"582","Agustin Codazzi","COL",52621,10.05,-73.25,0
"583","Agustin Saavedra","BOL",4244,-17.23,-63.21,0
"584","Agva","TUR",3589,41.14,29.86,0
"585","Agweri","NGA",13061,6.32,6.88,0
"586","Ahad Rafidah","SAU",51659,18.2,42.8,0
"587","Ahad al-Masarihah","SAU",18733,16.71,42.95,0
"588","Ahar","IRN",97033,38.47,47.06,0
"589","Ahaste","EST",218,58.48,24.2,0
"590","Ahaus","DEU",38293,52.09,7.01,0
"591","Ahe","PYF",488,-14.5,-146.3,0
"592","Ahero","KEN",8932,-0.18,34.92,0
"593","Ahfir","MAR",19736,34.97,-2.11,0
"594","Ahipara","NZL",1101,-35.17,173.17,0
"595","Ahja","EST",612,58.2,27.07,0
"596","Ahlat","TUR",70528,38.76,42.5,0
"597","Ahlen","DEU",55265,51.77,7.88,0
"598","Ahmadabad","IND",3769846,23.03,72.58,0
"599","Ahmadnagar","IND",383784,19.1,74.74,0
"600","Ahmadpur East","PAK",119598,29.15,71.26,0
"601","Ahmadpur Lumma","PAK",16723,28.32,70.05,0
"602","Ahmadpur Sial","PAK",25455,30.68,71.76,0
"603","Ahmetli","TUR",11431,38.52,27.94,0
"604","Ahn-Dreiborn","LUX",257,49.62,6.42,0
"605","Ahoa","WLF",510,-13.28,-176.2,0
"606","Ahoada","NGA",13178,5.08,6.65,0
"607","Ahome","MEX",10886,25.91,-109.17,0
"608","Ahrensburg","DEU",30122,53.68,10.23,0
"609","Ahtari","FIN",6764,62.57,24.1,0
"610","Ahtopol","BGR",1148,42.1,27.94,0
"611","Ahuachapan","SLV",34656,13.93,-89.86,0
"612","Ahualulco","MEX",14922,20.7,-103.98,0
"613","Ahuas","HND",1553,15.48,-84.33,0
"614","Ahula","EST",328,59.11,25.74,0
"615","Ahumada","MEX",9476,30.61,-106.51,0
"616","Ahvaz","IRN",841145,31.28,48.72,0
"617","Ahwar","YEM",6328,13.52,46.7,0
"618","Aiamaa","EST",108,58.78,25.57,0
"619","Aiani","GRC",2130,40.17,21.82,0
"620","Aiantion","GRC",4012,37.92,23.47,0
"621","Aibonito","PRI",8875,18.14,-66.27,0
"622","Aichach","DEU",21276,48.47,11.13,0
"623","Aidipsos","GRC",1323,38.88,23.05,0
"624","Aidu","EST",114,58.25,25.61,0
"625","Aigaleo","GRC",71863,37.98,23.68,0
"626","Aigle","CHE",7688,46.32,6.95,0
"627","Aigrumae","EST",118,59.49,24.88,0
"628","Aigua","URY",2708,-34.2,-54.75,0
"629","Aikawa","JPN",43599,35.55,139.29,0
"630","Aila","EST",113,59.29,24.48,0
"631","Aileu","TLS",1824,-8.72,125.57,0
"632","Ailigandi","PAN",1679,9.23,-78.02,0
"633","Ailuk","MHL",469,10.22,169.98,0
"634","Ainaro","TLS",3085,-9,125.51,0
"635","Ainazi","LVA",1270,57.87,24.35,0
"636","Aioi","JPN",32034,34.8,134.45,0
"637","Aipe","COL",8067,3.23,-75.24,0
"638","Aiquile","BOL",8445,-18.19,-65.18,0
"639","Aira","JPN",45860,31.73,130.62,0
"640","Airai","PLW",1013,7.36,134.55,0
"641","Airdrie","CAN",25863,51.3,-114.02,0
"642","Airdrie","GBR",35330,55.87,-3.99,0
"643","Aire-sur-la-Lys","FRA",10470,50.64,2.39,0
"644","Aiseau-Presles","BEL",10920,50.41,4.59,0
"645","Aitape","PNG",5667,-3.12,142.35,0
"646","Aitolikon","GRC",4324,38.43,21.35,0
"647","Aiud","ROU",28136,46.32,23.73,0
"648","Aix-en-Provence","FRA",148622,43.53,5.44,0
"649","Aix-les-Bains","FRA",27913,45.7,5.9,0
"650","Aiyetoro","NGA",9109,7.23,3.02,0
"651","Aiyina","GRC",7930,37.75,23.43,0
"652","Aiyinion","GRC",4271,40.5,22.54,0
"653","Aiyion","GRC",20552,38.25,22.08,0
"654","Aiyira","GRC",1663,38.15,22.35,0
"655","Aizawl","IND",274875,23.71,92.71,0
"656","Aizkraukle","LVA",8790,56.59,25.2,0
"657","Aizpute","LVA",5602,56.72,21.61,0
"658","Aizubange","JPN",18564,37.56,139.82,0
"659","Aizumi","JPN",32936,34.12,134.48,0
"660","Aizuwakamatsu","JPN",115532,37.49,139.93,0
"661","Aja","EGY",35270,30.94,31.29,0
"662","Ajaccio","FRA",54235,41.93,8.73,0
"663","Ajak","HUN",3982,48.2,22.06,0
"664","Ajalpan","MEX",24609,18.37,-97.25,0
"665","Ajaokuta","NGA",15483,7.47,6.69,0
"666","Ajasse","NGA",13003,8.24,4.81,0
"667","Ajdabiya","LBY",140558,30.77,20.22,0
"668","Ajdovscina","SVN",6597,45.89,13.9,0
"669","Ajeltake","MHL",1684,7.07,171.2,0
"670","Ajijic","MEX",13847,20.3,-103.28,0
"671","Ajka","HUN",31264,47.1,17.56,0
"672","Ajmanol","MHL",0,7.22,171.65,0
"673","Ajmer","IND",525927,26.45,74.64,0
"674","Ajoloapan","MEX",16240,19.98,-99.05,0
"675","Ajtos","BGR",20820,42.72,27.26,0
"676","Ajuterique","HND",5461,14.38,-87.7,0
"677","Ajuy","PHL",8784,11.17,123.02,0
"678","Ak'ordat","ERI",8995,15.56,37.88,0
"679","Ak-Suu","KGZ",9364,42.81,74.38,0
"680","Aka'aka","WLF",616,-13.27,-176.14,0
"681","Aka-Eze","NGA",6657,5.92,7.67,0
"682","Akaki","CYP",2796,35.13,33.13,0
"683","Akankpa","NGA",7145,5.12,8.18,0
"684","Akapnou","CYP",27,34.84,33.19,0
"685","Akaroa","NZL",637,-43.8,172.97,0
"686","Akashi","JPN",298279,34.66,134.98,0
"687","Akaszto","HUN",3470,46.69,19.2,0
"688","Akbakay","KAZ",1802,45,72.78,0
"689","Akbarabad","IRN",100304,29.24,52.77,0
"690","Akcaabat","TUR",46635,41.02,39.56,0
"691","Akcadag","TUR",15053,38.35,37.97,0
"692","Akcakoca","TUR",37060,41.09,31.15,0
"693","Akchatau","KAZ",4796,47.99,74.06,0
"694","Akdagmadeni","TUR",23871,39.66,35.83,0
"695","Akdepe","TKM",14437,42.05,59.37,0
"696","Akersberga","SWE",27127,59.48,18.31,0
"697","Aketi","COD",35698,2.74,23.78,0
"698","Akhaldaba","GEO",3603,41.65,42.16,0
"699","Akhalgori","GEO",1406,42.12,44.48,0
"700","Akhali Atoni","GEO",3042,43.1,40.8,0
"701","Akhalkalaki","GEO",8598,41.4,43.48,0
"702","Akhaltsikhe","GEO",16903,41.64,42.98,0
"703","Akharnai","GRC",84195,38.08,23.73,0
"704","Akhisar","TUR",85173,38.93,27.83,0
"705","Akhmeta","GEO",8554,42.04,45.2,0
"706","Akhmim","EGY",101082,26.56,31.75,0
"707","Akhtala","ARM",1928,41.15,44.77,0
"708","Akhtubinsk","RUS",44228,48.28,46.17,0
"709","Akhty","RUS",14418,41.46,47.73,0
"710","Akhtyrskiy","RUS",19560,44.85,38.3,0
"711","Akhuryan","ARM",7637,40.78,43.9,0
"712","Aki","JPN",19886,33.5,133.91,0
"713","Akil","MEX",9973,20.25,-89.35,0
"714","Akim Swedru","GHA",8420,5.9,-1.02,0
"715","Akincilar","TUR",4731,40.08,38.35,0
"716","Akiruno","JPN",82732,35.72,139.29,0
"717","Akishima","JPN",108172,35.7,139.36,0
"718","Akita","JPN",320649,39.71,140.11,0
"719","Akkisla","TUR",3322,39,36.17,0
"720","Akko","NGA",6248,10.28,10.97,0
"721","Akkol","KAZ",16870,53.29,69.6,0
"722","Akkol","KAZ",4266,48.78,53.2,0
"723","Akkoy","TUR",2468,37.96,29.08,0
"724","Akkudah","TUN",20379,35.87,10.57,0
"725","Akkus","TUR",10513,40.79,37.02,0
"726","Aklavik","CAN",643,68.22,-135,0
"727","Akmechet","KAZ",167658,44.8,65.47,0
"728","Akmene","LTU",2995,56.25,22.73,0
"729","Aknalich","ARM",2641,40.14,44.15,0
"730","Aknashen","ARM",1356,40.1,44.29,0
"731","Akniste","LVA",1306,56.17,25.75,0
"732","Ako","JPN",52018,34.75,134.39,0
"733","Akola","IND",436037,20.71,77,0
"734","Akom","CMR",9935,2.79,10.56,0
"735","Akono","CMR",3910,3.5,11.33,0
"736","Akonolinga","CMR",17581,3.77,12.25,0
"737","Akora","PAK",23885,34,72.13,0
"738","Akot","IND",88448,21.1,77.05,0
"739","Akoupe","CIV",36999,6.38,-3.9,0
"740","Akoursos","CYP",158,34.89,32.42,0
"741","Akraifnion","GRC",1179,38.45,23.22,0
"742","Akranes","ISL",5612,64.33,-22.09,0
"743","Akrar","FRO",13,61.45,-6.75,0
"744","Akrata","GRC",1857,38.16,22.33,0
"745","Akrehamn-Vedavagen","NOR",9422,59.26,5.2,0
"746","Akrolimni","GRC",1413,40.68,22.26,0
"747","Akron","USA",206634,41.08,-81.52,0
"748","Akropong","GHA",11183,5.97,-0.09,0
"749","Akrotiri","CYP",720,34.6,32.96,0
"750","Akrounta","CYP",364,34.77,33.08,0
"751","Aksaray","TUR",156893,38.37,34.03,0
"752","Aksay","KAZ",36319,51.18,53,0
"753","Aksay","RUS",39179,47.26,39.87,0
"754","Aksdal","NOR",1082,59.33,5.5,0
"755","Aksehir","TUR",65206,38.36,31.41,0
"756","Akseki","TUR",11735,37.05,31.79,0
"757","Aksi","EST",452,58.53,26.64,0
"758","Aksu","CHN",362266,41.15,80.25,0
"759","Aksu","KAZ",26439,42.44,69.84,0
"760","Aksu","KAZ",44786,52.05,76.93,0
"761","Aksu","KAZ",5455,53.54,73.74,0
"762","Aksu","KAZ",8592,52.45,71.96,0
"763","Aksu","TUR",3901,37.8,31.07,0
"764","Aksu-Ayuly","KAZ",4622,48.77,73.67,0
"765","Aksuat","KAZ",6636,48.72,83.7,0
"766","Aksum","ETH",42754,14.13,38.72,0
"767","Aktas","KAZ",349,49.83,74.4,0
"768","Aktas","KAZ",9679,49.79,72.98,0
"769","Aktash","UZB",38685,39.93,65.92,0
"770","Aktau","KAZ",166478,43.64,51.18,0
"771","Aktau","KAZ",9767,48.04,72.83,0
"772","Aktogay","KAZ",3662,48.17,75.3,0
"773","Aktogay","KAZ",4930,46.95,79.67,0
"774","Aku","NGA",75799,6.7,7.33,0
"775","Akuliaruseq","GRL",7,60.47,-45.47,0
"776","Akune","JPN",24864,32.01,130.2,0
"777","Akunk","ARM",1779,40.27,44.68,0
"778","Akunk","ARM",3428,40.15,45.72,0
"779","Akunnaaq","GRL",104,68.75,-52.32,0
"780","Akure","NGA",436056,7.25,5.2,0
"781","Akureyri","ISL",16792,65.69,-18.12,0
"782","Akwanga","NGA",16280,8.91,8.41,0
"783","Akwatia","GHA",20611,6.05,-0.8,0
"784","Akyab","MMR",181172,20.14,92.89,0
"785","Akyazi","TUR",25429,40.69,30.63,0
"786","Akyurt","TUR",12122,40.13,33.1,0
"787","Akzhal","KAZ",3488,49.69,75.58,0
"788","Akzhal","KAZ",853,48.53,82.32,0
"789","Al","NOR",2279,60.64,8.56,0
"790","Al Hoceima","MAR",56282,35.26,-3.94,0
"791","Ala","EST",274,58.02,25.69,0
"792","Alaba Kulito","ETH",26821,7.32,38.08,0
"793","Alabat","PHL",8148,14.1,122.02,0
"794","Alabel","PHL",44213,6.1,125.26,0
"795","Alaca","TUR",27418,40.18,34.84,0
"796","Alacakaya","TUR",4237,39.45,39.85,0
"797","Alacant","ESP",322492,38.35,-0.48,0
"798","Alacranes","CUB",5860,22.77,-81.57,0
"799","Aladag","TUR",7807,37.55,35.39,0
"800","Alagir","RUS",21561,42.97,44.21,0
"801","Alagoinhas","BRA",124600,-12.14,-38.43,0
"802","Alaharma","FIN",4908,63.23,22.85,0
"803","Alaili Dadda","DJI",1479,12.42,42.9,0
"804","Alajarvi","FIN",8686,63,23.82,0
"805","Alajoe","EST",135,59.01,27.43,0
"806","Alajuela","CRI",48366,10.02,-84.23,0
"807","Alajuelita","CRI",14161,9.91,-84.1,0
"808","Alak","MRT",22051,17.06,-13.91,0
"809","Alamat'a","ETH",51861,12.42,39.56,0
"810","Alamdanga","BGD",71735,23.74,88.93,0
"811","Alameda","USA",70069,37.77,-122.26,0
"812","Alaminos","CYP",295,34.81,33.43,0
"813","Alaminos","PHL",10638,16.16,119.98,0
"814","Alaminos","PHL",32377,14.06,121.25,0
"815","Alamo","MEX",22696,20.93,-97.67,0
"816","Alamor","ECU",6512,-3.87,-80.09,0
"817","Alamos","MEX",8618,27.02,-108.93,0
"818","Alampra","CYP",1203,34.99,33.4,0
"819","Alandur","IND",155641,13.03,80.23,0
"820","Alangalang","PHL",8180,11.21,124.85,0
"821","Alanje","PAN",1383,8.4,-82.54,0
"822","Alanya","TUR",118514,36.56,32,0
"823","Alao","ASM",504,-14.27,-170.53,0
"824","Alap","HUN",2148,46.8,18.69,0
"825","Alapa","NGA",9799,8.62,4.38,0
"826","Alapajevsk","RUS",42533,57.85,61.69,0
"827","Alapars","ARM",2326,40.43,44.63,0
"828","Alapli","TUR",21470,41.18,31.39,0
"829","Alappuzha","IND",176528,9.5,76.33,0
"830","Alaquas","ESP",30224,39.45,-0.46,0
"831","Alas-asin","PHL",6753,14.43,120.56,0
"832","Alasehir","TUR",40902,38.36,28.51,0
"833","Alashtar","IRN",28949,33.87,48.25,0
"834","Alasoo","EST",96,58.62,27.16,0
"835","Alassa","CYP",212,34.76,32.92,0
"836","Alassio","ITA",11706,44.02,8.17,0
"837","Alastaro","FIN",2953,60.93,22.92,0
"838","Alatri","ITA",28464,41.73,13.34,0
"839","Alatskivi","EST",429,58.6,27.13,0
"840","Alattyan","HUN",1996,47.43,20.05,0
"841","Alausi","ECU",14685,-2.19,-78.85,0
"842","Alaverdi","ARM",12737,41.13,44.65,0
"843","Alavere","EST",425,59.24,25.32,0
"844","Alavieska","FIN",2881,64.17,24.3,0
"845","Alavus","FIN",9322,62.58,23.62,0
"846","Alba","ITA",30168,44.71,8.03,0
"847","Alba Adriatica","ITA",11519,42.82,13.93,0
"848","Alba Iulia","ROU",65904,46.08,23.57,0
"849","Albacete","ESP",159975,39,-1.87,0
"850","Albal","ESP",14389,39.4,-0.41,0
"851","Alban","COL",1712,4.87,-74.45,0
"852","Albanel","CAN",1090,48.87,-72.42,0
"853","Albania","COL",4287,1.33,-75.88,0
"854","Albania","COL",6564,11.16,-72.59,0
"855","Albano Laziale","ITA",37278,41.72,12.66,0
"856","Albany","AUS",24338,-35.02,117.88,0
"857","Albany","USA",45535,44.62,-123.09,0
"858","Albany","USA",75510,31.58,-84.18,0
"859","Albany","USA",93576,42.67,-73.8,0
"860","Albatera","ESP",10818,38.18,-0.87,0
"861","Albenga","ITA",23669,44.05,8.21,0
"862","Alberdi","PRY",6706,-26.19,-58.13,0
"863","Albergaria-A-Velha","PRT",8123,40.7,-8.47,0
"864","Alberic","ESP",9811,39.12,-0.52,0
"865","Albert","FRA",10630,50,2.65,0
"866","Albert Town","BHS",25,22.6,-74.35,0
"867","Albert Town","JAM",3443,18.28,-77.54,0
"868","Albertirsa","HUN",11971,47.24,19.62,0
"869","Alberton","CAN",1154,46.8,-64.07,0
"870","Alberton","ZAF",209001,-26.33,28.13,0
"871","Albertville","FRA",19268,45.68,6.38,0
"872","Albesti","ROU",5352,46.23,24.85,0
"873","Albesti","ROU",6564,47.7,27.07,0
"874","Albesti-Paleologu","ROU",5663,44.95,26.22,0
"875","Albestii-Pamanteni","ROU",5789,45.22,24.67,0
"876","Albi","FRA",52969,43.93,2.15,0
"877","Albignasego","ITA",20461,45.35,11.86,0
"878","Albina","SUR",3982,5.5,-54.08,0
"879","Albino","ITA",17840,45.77,9.78,0
"880","Albion","MUS",3329,-20.19,57.4,0
"881","Alblasserdam","NLD",18310,51.87,4.66,0
"882","Albolote","ESP",16009,37.24,-3.65,0
"883","Alboraya","ESP",21309,39.5,-0.35,0
"884","Albox","ESP",11219,37.39,-2.14,0
"885","Albstadt","DEU",46380,48.22,9.01,0
"886","Albu","EST",348,59.15,25.67,0
"887","Albufeira","PRT",15878,37.09,-8.26,0
"888","Albuquerque","USA",494962,35.12,-106.62,0
"889","Albury","AUS",109273,-36.06,146.92,0
"890","Alcabideche","PRT",33801,38.73,-9.41,0
"891","Alcacer","ESP",8355,39.37,-0.43,0
"892","Alcacer do Sal","PRT",9220,38.37,-8.49,0
"893","Alcains","PRT",5064,39.92,-7.44,0
"894","Alcala","COL",9227,4.67,-75.78,0
"895","Alcala","PHL",9010,15.85,120.52,0
"896","Alcala de Chivert","ESP",6822,40.3,0.23,0
"897","Alcala de Guadaira","ESP",63422,37.34,-5.84,0
"898","Alcala de Henares","ESP",199168,40.48,-3.37,0
"899","Alcala del Rio","ESP",9314,37.52,-5.98,0
"900","Alcala la Real","ESP",21836,37.46,-3.93,0
"901","Alcalde Diaz","PAN",20081,9.12,-79.55,0
"902","Alcamo","ITA",45616,37.98,12.96,0
"903","Alcanar","ESP",9249,40.55,0.48,0
"904","Alcanede","PRT",5014,39.42,-8.81,0
"905","Alcanena","PRT",4425,39.45,-8.66,0
"906","Alcaniz","ESP",15412,41.05,-0.13,0
"907","Alcantarilla","ESP",37745,37.96,-1.22,0
"908","Alcaudete","ESP",11009,37.59,-4.08,0
"909","Alcazar de San Juan","ESP",29732,39.39,-3.21,0
"910","Alchevs'k","UKR",116350,48.47,38.8,0
"911","Alcobaca","PRT",5044,39.55,-8.97,0
"912","Alcobendas","ESP",104786,40.54,-3.64,0
"913","Alcochete","PRT",9919,38.75,-8.96,0
"914","Alcoentre","PRT",4016,39.2,-8.94,0
"915","Alcoi","ESP",61514,38.7,-0.48,0
"916","Alcorcon","ESP",159701,40.35,-3.82,0
"917","Alcudia","ESP",16335,39.85,3.12,0
"918","Aldaia","ESP",27769,39.47,-0.46,0
"919","Aldama","MEX",12476,22.92,-98.07,0
"920","Aldan","RUS",24326,58.6,125.39,0
"921","Aldana","COL",2035,0.89,-77.7,0
"922","Aldeia de Paio Pires","PRT",12519,38.62,-9.07,0
"923","Aldenhoven","DEU",14753,50.91,6.27,0
"924","Aldergrove","CAN",11972,49.06,-122.5,0
"925","Aldershot","GBR",62144,51.26,-0.77,0
"926","Aldridge","GBR",16082,52.6,-1.92,0
"927","Alegrete","BRA",78077,-29.78,-55.79,0
"928","Aleisa East","WSM",519,-13.88,-171.88,0
"929","Aleisa West","WSM",837,-13.88,-171.9,0
"930","Alejal","PHL",8243,7.38,125.66,0
"931","Alejandria","COL",2764,6.37,-75.08,0
"932","Aleksandrov","RUS",63850,56.4,38.72,0
"933","Aleksandrovac","SRB",6632,43.46,21.05,0
"934","Aleksandrovsk","RUS",15243,59.16,57.57,0
"935","Aleksandrovskoye","RUS",28188,44.71,43,0
"936","Aleksandrow Kujawski","POL",12214,52.88,18.7,0
"937","Aleksandrow Lodzki","POL",20311,51.82,19.3,0
"938","Alekseyevka","KAZ",2620,52.01,70.94,0
"939","Alekseyevka","RUS",40039,50.64,38.7,0
"940","Aleksin","RUS",66471,54.52,37.09,0
"941","Aleksinac","SRB",16641,43.54,21.71,0
"942","Aleksinacki Rudnik","SRB",1417,43.56,21.69,0
"943","Alektora","CYP",81,34.71,32.68,0
"944","Alele","WLF",934,-13.23,-176.16,0
"945","Alella","ESP",8921,41.48,2.3,0
"946","Alem Paraiba","BRA",34442,-21.87,-42.69,0
"947","Alencon","CAN",1427,46.07,-73.13,0
"948","Alencon","FRA",30870,48.44,0.09,0
"949","Alenquer","BRA",26520,-1.94,-54.79,0
"950","Alenquer","PRT",9819,39.05,-8.99,0
"951","Alepou","GRC",1648,39.61,19.89,0
"952","Aleppo","SYR",1626218,36.23,37.17,0
"953","Ales","FRA",42614,44.13,4.08,0
"954","Alesd","ROU",10222,47.06,22.4,0
"955","Alesund","NOR",44243,62.48,6.2,0
"956","Alethriko","CYP",835,34.86,33.5,0
"957","Alexandra","NZL",4675,-45.25,169.37,0
"958","Alexandria","CAN",3604,45.3,-74.63,0
"959","Alexandria","EGY",3865502,31.22,29.95,0
"960","Alexandria","GRC",13774,40.63,22.44,0
"961","Alexandria","ITA",93101,44.92,8.61,0
"962","Alexandria","JAM",1941,18.28,-77.35,0
"963","Alexandria","ROU",48865,43.99,25.34,0
"964","Alexandria","GBR",13020,55.98,-4.6,0
"965","Alexandria","USA",127159,38.82,-77.09,0
"966","Alexandria","USA",44933,31.29,-92.46,0
"967","Alexandria","UKR",90667,48.67,33.12,0
"968","Alexandroupoli","GRC",54068,40.85,25.87,0
"969","Aleysk","RUS",27851,52.49,82.78,0
"970","Alfafar","ESP",20014,39.42,-0.39,0
"971","Alfaro","ESP",9672,42.18,-1.75,0
"972","Alfatar","BGR",1875,43.96,27.3,0
"973","Alfe Menashe","ISR",5653,32.17,35,0
"974","Alfeld","DEU",21111,52,9.83,0
"975","Alfena","PRT",14627,41.23,-8.52,0
"976","Alfenas","BRA",73352,-21.41,-45.95,0
"977","Alferrarede","PRT",3609,39.48,-8.16,0
"978","Alfonsine","ITA",11710,44.51,12.04,0
"979","Alfonso","PHL",9732,14.14,120.85,0
"980","Alfortville","FRA",37445,48.81,2.42,0
"981","Alfred","CAN",1442,45.55,-74.87,0
"982","Alfredo Baquerizo Moreno","ECU",12948,-1.91,-79.52,0
"983","Alfreton","GBR",22584,53.08,-1.37,0
"984","Alftanes","ISL",2218,64.11,-22.03,0
"985","Alfter","DEU",21959,50.74,7.01,0
"986","Alga","KAZ",14066,49.91,58.32,0
"987","Algard-Figgjo","NOR",8443,58.77,5.85,0
"988","Algarheim","NOR",370,60.15,11.28,0
"989","Algarrobo","COL",10260,10.18,-74.57,0
"990","Algeciras","COL",10929,2.53,-75.32,0
"991","Algeciras","ESP",112857,36.13,-5.45,0
"992","Algemesi","ESP",27256,39.2,-0.44,0
"993","Alges","PRT",19308,38.7,-9.23,0
"994","Algete","ESP",18907,40.61,-3.51,0
"995","Alghero","ITA",41296,40.57,8.31,0
"996","Algiers","DZA",2029936,36.77,3.04,1
"997","Algies Bay-Mahurangi","NZL",968,-36.44,174.74,0
"998","Alginet","ESP",13775,39.27,-0.47,0
"999","Alguazas","ESP",7882,38.05,-1.23,0
"1000","Algueirao-Mem Martins","PRT",77994,38.8,-9.34,0
"1001","Algyo","HUN",5210,46.32,20.25,0
"1002","Alhadas","PRT",3688,40.18,-8.77,0
"1003","Alhama de Murcia","ESP",18687,37.86,-1.42,0
"1004","Alhambra","USA",88857,34.08,-118.13,0
"1005","Alhandra","PRT",7228,38.92,-8.99,0
"1006","Alhaurin de la Torre","ESP",29476,36.67,-4.55,0
"1007","Alhaurin el Grande","ESP",20335,36.66,-4.77,0
"1008","Alhos Vedros","PRT",13526,38.65,-9.02,0
"1009","Aliabad","IRN",52085,36.9,54.87,0
"1010","Aliade","NGA",10440,7.3,8.48,0
"1011","Aliaga","PHL",34832,15.5,120.83,0
"1012","Aliaga","TUR",46468,38.8,26.98,0
"1013","Aliartos","GRC",4289,38.37,23.1,0
"1014","Alibunar","SRB",3335,45.08,20.97,0
"1015","Alicante","PHL",8694,10.89,123.02,0
"1016","Alice","ZAF",9796,-32.79,26.83,0
"1017","Alice Springs","AUS",26178,-23.7,133.87,0
"1018","Alice Town","BHS",950,25.73,-79.3,0
"1019","Alicia","PHL",25113,16.78,121.7,0
"1020","Aliej","MHL",9,10.35,169.97,0
"1021","Alifushi","MDV",1883,5.97,72.93,0
"1022","Aligarh","IND",775694,27.89,78.06,0
"1023","Aligudarz","IRN",93749,33.37,49.72,0
"1024","Alihe","CHN",62059,50.6,123.71,0
"1025","Alikalia","SLE",3163,9.17,-11.4,0
"1026","Alimodian","PHL",7376,10.82,122.43,0
"1027","Alindao","CAF",14296,5.05,21.21,0
"1028","Alingsas","SWE",22870,57.93,12.54,0
"1029","Alipur","PAK",34364,29.38,70.9,0
"1030","Alipur Chatha","PAK",50684,32.27,73.81,0
"1031","Alipur Duar","IND",76586,26.5,89.53,0
"1032","Aliso Viejo","USA",41975,33.57,-117.73,0
"1033","Alistrati","GRC",3019,41.07,23.95,0
"1034","Alithinou","CYP",9,34.95,33.03,0
"1035","Aliverion","GRC",5192,38.38,24.05,0
"1036","Aliwal North","ZAF",46991,-30.69,26.71,0
"1037","Alizai","PAK",3400,33.54,70.35,0
"1038","Aljaraque","ESP",15922,37.27,-7.02,0
"1039","Aljezur","PRT",4173,37.32,-8.79,0
"1040","Aljubarrota","PRT",6163,39.57,-8.92,0
"1041","Aljustrel","PRT",5281,37.87,-8.16,0
